101	Q0	7:85-93	0	1000000.0	burhanai_task2_rag
101	Q0	11:84-88	1	999000.0	burhanai_task2_rag
101	Q0	29:36-37	2	998000.0	burhanai_task2_rag
101	Q0	26:176-191	3	997000.0	burhanai_task2_rag
101	Q0	9:69-70	4	996000.0	burhanai_task2_rag
101	Q0	11:89-95	5	995000.0	burhanai_task2_rag
101	Q0	50:12-15	6	994000.0	burhanai_task2_rag
101	Q0	15:78-79	7	993000.0	burhanai_task2_rag
102	Q0	7:103-108	0	1000000.0	burhanai_task2_rag
102	Q0	20:38-48	1	999000.0	burhanai_task2_rag
102	Q0	26:10-22	2	998000.0	burhanai_task2_rag
102	Q0	17:2-8	3	997000.0	burhanai_task2_rag
102	Q0	7:138-140	4	996000.0	burhanai_task2_rag
102	Q0	7:159-162	5	995000.0	burhanai_task2_rag
102	Q0	28:76-80	6	994000.0	burhanai_task2_rag
102	Q0	2:60-62	7	993000.0	burhanai_task2_rag
102	Q0	5:20-26	8	992000.0	burhanai_task2_rag
102	Q0	61:5-5	9	991000.0	burhanai_task2_rag
102	Q0	7:127-129	10	990000.0	burhanai_task2_rag
102	Q0	7:154-156	11	989000.0	burhanai_task2_rag
103	Q0	2:124-129	0	1000000.0	burhanai_task2_rag
103	Q0	22:25-29	1	999000.0	burhanai_task2_rag
103	Q0	3:95-97	2	998000.0	burhanai_task2_rag
103	Q0	14:35-41	3	997000.0	burhanai_task2_rag
105	Q0	38:41-44	0	1000000.0	burhanai_task2_rag
105	Q0	21:83-86	1	999000.0	burhanai_task2_rag
105	Q0	12:81-87	2	998000.0	burhanai_task2_rag
105	Q0	4:163-166	3	997000.0	burhanai_task2_rag
106	Q0	3:33-41	0	1000000.0	burhanai_task2_rag
106	Q0	3:42-44	1	999000.0	burhanai_task2_rag
107	Q0	104:1-9	0	1000000.0	burhanai_task2_rag
108	Q0	20:25-37	0	1000000.0	burhanai_task2_rag
108	Q0	25:35-40	1	999000.0	burhanai_task2_rag
108	Q0	28:33-35	2	998000.0	burhanai_task2_rag
108	Q0	19:51-58	3	997000.0	burhanai_task2_rag
108	Q0	7:142-143	4	996000.0	burhanai_task2_rag
109	Q0	101:1-5	0	1000000.0	burhanai_task2_rag
109	Q0	69:1-8	1	999000.0	burhanai_task2_rag
109	Q0	13:30-34	2	998000.0	burhanai_task2_rag
110	Q0	45:27-35	0	1000000.0	burhanai_task2_rag
110	Q0	19:66-72	1	999000.0	burhanai_task2_rag
111	Q0	7:159-162	0	1000000.0	burhanai_task2_rag
111	Q0	2:135-138	1	999000.0	burhanai_task2_rag
111	Q0	3:84-85	2	998000.0	burhanai_task2_rag
111	Q0	2:139-141	3	997000.0	burhanai_task2_rag
111	Q0	4:163-166	4	996000.0	burhanai_task2_rag
112	Q0	27:20-28	0	1000000.0	burhanai_task2_rag
112	Q0	27:29-37	1	999000.0	burhanai_task2_rag
112	Q0	27:38-44	2	998000.0	burhanai_task2_rag
114	Q0	28:81-84	0	1000000.0	burhanai_task2_rag
114	Q0	28:76-80	1	999000.0	burhanai_task2_rag
114	Q0	29:38-40	2	998000.0	burhanai_task2_rag
114	Q0	40:23-27	3	997000.0	burhanai_task2_rag
114	Q0	34:6-9	4	996000.0	burhanai_task2_rag
114	Q0	16:43-50	5	995000.0	burhanai_task2_rag
114	Q0	17:66-70	6	994000.0	burhanai_task2_rag
114	Q0	67:16-23	7	993000.0	burhanai_task2_rag
115	Q0	7:73-79	0	1000000.0	burhanai_task2_rag
115	Q0	91:11-15	1	999000.0	burhanai_task2_rag
115	Q0	54:23-32	2	998000.0	burhanai_task2_rag
115	Q0	11:61-68	3	997000.0	burhanai_task2_rag
115	Q0	26:141-159	4	996000.0	burhanai_task2_rag
115	Q0	17:59-60	5	995000.0	burhanai_task2_rag
116	Q0	2:277-281	0	1000000.0	burhanai_task2_rag
116	Q0	2:275-276	1	999000.0	burhanai_task2_rag
116	Q0	3:130-132	2	998000.0	burhanai_task2_rag
116	Q0	4:153-161	3	997000.0	burhanai_task2_rag
116	Q0	30:38-41	4	996000.0	burhanai_task2_rag
118	Q0	5:38-40	0	1000000.0	burhanai_task2_rag
119	Q0	17:59-60	0	1000000.0	burhanai_task2_rag
119	Q0	44:40-50	1	999000.0	burhanai_task2_rag
119	Q0	37:62-74	2	998000.0	burhanai_task2_rag
119	Q0	56:41-56	3	997000.0	burhanai_task2_rag
120	Q0	27:15-19	0	1000000.0	burhanai_task2_rag
120	Q0	27:20-28	1	999000.0	burhanai_task2_rag
121	Q0	4:11-12	0	1000000.0	burhanai_task2_rag
122	Q0	19:1-11	0	1000000.0	burhanai_task2_rag
122	Q0	3:33-41	1	999000.0	burhanai_task2_rag
123	Q0	2:228-230	0	1000000.0	burhanai_task2_rag
123	Q0	65:4-7	1	999000.0	burhanai_task2_rag
123	Q0	33:49-52	2	998000.0	burhanai_task2_rag
123	Q0	65:1-3	3	997000.0	burhanai_task2_rag
124	Q0	2:234-237	0	1000000.0	burhanai_task2_rag
124	Q0	65:4-7	1	999000.0	burhanai_task2_rag
125	Q0	9:36-37	0	1000000.0	burhanai_task2_rag
126	Q0	37:62-74	0	1000000.0	burhanai_task2_rag
126	Q0	44:40-50	1	999000.0	burhanai_task2_rag
126	Q0	56:41-56	2	998000.0	burhanai_task2_rag
127	Q0	56:41-56	0	1000000.0	burhanai_task2_rag
127	Q0	37:62-74	1	999000.0	burhanai_task2_rag
