653	Q0	3:190-195	0	1000000.0	burhanai_task2_rag
653	Q0	51:15-23	1	999000.0	burhanai_task2_rag
653	Q0	41:53-54	2	998000.0	burhanai_task2_rag
653	Q0	2:163-164	3	997000.0	burhanai_task2_rag
653	Q0	27:59-66	4	996000.0	burhanai_task2_rag
653	Q0	30:17-27	5	995000.0	burhanai_task2_rag
653	Q0	16:15-18	6	994000.0	burhanai_task2_rag
653	Q0	45:12-13	7	993000.0	burhanai_task2_rag
653	Q0	2:21-22	8	992000.0	burhanai_task2_rag
653	Q0	14:31-34	9	991000.0	burhanai_task2_rag
653	Q0	22:5-7	10	990000.0	burhanai_task2_rag
653	Q0	31:20-26	11	989000.0	burhanai_task2_rag
653	Q0	29:19-23	12	988000.0	burhanai_task2_rag
653	Q0	67:1-5	13	987000.0	burhanai_task2_rag
653	Q0	52:32-47	14	986000.0	burhanai_task2_rag
653	Q0	88:17-20	15	985000.0	burhanai_task2_rag
736	Q0	9:101-106	0	1000000.0	burhanai_task2_rag
736	Q0	7:19-25	1	999000.0	burhanai_task2_rag
736	Q0	28:14-19	2	998000.0	burhanai_task2_rag
736	Q0	21:87-88	3	997000.0	burhanai_task2_rag
736	Q0	38:21-26	4	996000.0	burhanai_task2_rag
736	Q0	4:110-112	5	995000.0	burhanai_task2_rag
736	Q0	3:133-136	6	994000.0	burhanai_task2_rag
736	Q0	2:222-223	7	993000.0	burhanai_task2_rag
736	Q0	39:53-59	8	992000.0	burhanai_task2_rag
736	Q0	4:64-65	9	991000.0	burhanai_task2_rag
736	Q0	9:117-121	10	990000.0	burhanai_task2_rag
736	Q0	67:6-11	11	989000.0	burhanai_task2_rag
736	Q0	2090	12	988000.0	burhanai_task2_rag
736	Q0	2250	13	987000.0	burhanai_task2_rag
736	Q0	476	14	986000.0	burhanai_task2_rag
736	Q0	2092	15	985000.0	burhanai_task2_rag
736	Q0	2091	16	984000.0	burhanai_task2_rag
721	Q0	24:21-22	0	1000000.0	burhanai_task2_rag
721	Q0	6:53-58	1	999000.0	burhanai_task2_rag
721	Q0	7:154-156	2	998000.0	burhanai_task2_rag
721	Q0	2:284-286	3	997000.0	burhanai_task2_rag
721	Q0	39:53-59	4	996000.0	burhanai_task2_rag
721	Q0	16:56-62	5	995000.0	burhanai_task2_rag
721	Q0	18:57-59	6	994000.0	burhanai_task2_rag
721	Q0	42:27-31	7	993000.0	burhanai_task2_rag
721	Q0	4:36-40	8	992000.0	burhanai_task2_rag
721	Q0	23:115-118	9	991000.0	burhanai_task2_rag
721	Q0	21:45-47	10	990000.0	burhanai_task2_rag
721	Q0	23:99-114	11	989000.0	burhanai_task2_rag
721	Q0	4:173-175	12	988000.0	burhanai_task2_rag
721	Q0	35:29-35	13	987000.0	burhanai_task2_rag
721	Q0	35:1-4	14	986000.0	burhanai_task2_rag
721	Q0	2125	15	985000.0	burhanai_task2_rag
721	Q0	1363	16	984000.0	burhanai_task2_rag
721	Q0	1795	17	983000.0	burhanai_task2_rag
721	Q0	39	18	982000.0	burhanai_task2_rag
751	Q0	27:59-66	0	1000000.0	burhanai_task2_rag
751	Q0	6:59-59	1	999000.0	burhanai_task2_rag
751	Q0	31:33-34	2	998000.0	burhanai_task2_rag
751	Q0	36:1-12	3	997000.0	burhanai_task2_rag
751	Q0	78:21-30	4	996000.0	burhanai_task2_rag
751	Q0	64:1-4	5	995000.0	burhanai_task2_rag
751	Q0	67:13-15	6	994000.0	burhanai_task2_rag
751	Q0	57:1-6	7	993000.0	burhanai_task2_rag
751	Q0	31:27-28	8	992000.0	burhanai_task2_rag
751	Q0	37:1-10	9	991000.0	burhanai_task2_rag
751	Q0	82:1-5	10	990000.0	burhanai_task2_rag
751	Q0	6:74-79	11	989000.0	burhanai_task2_rag
751	Q0	6:95-99	12	988000.0	burhanai_task2_rag
751	Q0	67:1-5	13	987000.0	burhanai_task2_rag
751	Q0	41:9-12	14	986000.0	burhanai_task2_rag
751	Q0	10:3-6	15	985000.0	burhanai_task2_rag
751	Q0	36:33-47	16	984000.0	burhanai_task2_rag
751	Q0	2:28-29	17	983000.0	burhanai_task2_rag
751	Q0	564	18	982000.0	burhanai_task2_rag
718	Q0	66:8-8	0	1000000.0	burhanai_task2_rag
718	Q0	11:112-115	1	999000.0	burhanai_task2_rag
718	Q0	4:31-31	2	998000.0	burhanai_task2_rag
718	Q0	4:110-112	3	997000.0	burhanai_task2_rag
718	Q0	3:133-136	4	996000.0	burhanai_task2_rag
718	Q0	39:53-59	5	995000.0	burhanai_task2_rag
718	Q0	25:63-77	6	994000.0	burhanai_task2_rag
718	Q0	8:27-29	7	993000.0	burhanai_task2_rag
718	Q0	9:101-106	8	992000.0	burhanai_task2_rag
718	Q0	2250	9	991000.0	burhanai_task2_rag
718	Q0	36	10	990000.0	burhanai_task2_rag
718	Q0	35	11	989000.0	burhanai_task2_rag
718	Q0	33	12	988000.0	burhanai_task2_rag
718	Q0	780	13	987000.0	burhanai_task2_rag
718	Q0	871	14	986000.0	burhanai_task2_rag
718	Q0	129	15	985000.0	burhanai_task2_rag
718	Q0	497	16	984000.0	burhanai_task2_rag
718	Q0	1964	17	983000.0	burhanai_task2_rag
718	Q0	39	18	982000.0	burhanai_task2_rag
732	Q0	64:7-10	0	1000000.0	burhanai_task2_rag
732	Q0	40:7-9	1	999000.0	burhanai_task2_rag
732	Q0	61:10-14	2	998000.0	burhanai_task2_rag
732	Q0	48:5-7	3	997000.0	burhanai_task2_rag
732	Q0	23:99-114	4	996000.0	burhanai_task2_rag
732	Q0	23:1-11	5	995000.0	burhanai_task2_rag
732	Q0	2:80-82	6	994000.0	burhanai_task2_rag
732	Q0	7:157-158	7	993000.0	burhanai_task2_rag
732	Q0	64:14-18	8	992000.0	burhanai_task2_rag
732	Q0	1217	9	991000.0	burhanai_task2_rag
732	Q0	1661	10	990000.0	burhanai_task2_rag
732	Q0	41	11	989000.0	burhanai_task2_rag
732	Q0	2131	12	988000.0	burhanai_task2_rag
732	Q0	509	13	987000.0	burhanai_task2_rag
732	Q0	2251	14	986000.0	burhanai_task2_rag
732	Q0	693	15	985000.0	burhanai_task2_rag
732	Q0	2132	16	984000.0	burhanai_task2_rag
668	Q0	3:95-97	0	1000000.0	burhanai_task2_rag
